Sample_number,Species,Sex,Age,Date_of_sample_collection,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (PCB #180)","2,2',3,4,4',5'-Hexachlorobiphenyl (PCB #138)","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB #153)","2,2',4,5,5'-Pentachlorobiphenyl (PCB #101)",Acenaphthene,Avobenzone,BHC-beta,Caffeine,"DDE-p,p'",DEHA (Di(2-ethylhexyl) adipate),DINCH (Diisononyl hexahydrophthalate),DPHP (Bis(2-propylheptyl) phthalate),EHS (2-Ethylhexyl salicylate),Epoxiconazole,Fluopyram,Fluorene,Galaxolide,OC (Octocrylene),Oxybenzone,Phenanthrene,Tetraconazole,Triphenyl phosphate,UV 328,Uvinul A Plus,Park,(-)-Cotinine,17α-Ethinylestradiol,Cypermethrin,Diphenylamine,Estrone,Fipronil,Fludioxonil,TDCPP,Tebuconazole,Tonalid,Picolinafen,Triclosan,"1,3-Dinitrobenzene","2,2',4,4'-tetrabromodiphenyl ether (BDE-47)","2,2',5,5'-Tetrachlorobiphenyl (PCB #52)",Boscalid,"2,4,4'-Trichlorobiphenyl (PCB #28)",Dieldrin,Atrazine,Propiconazole,Terbuthylazine,Terbuthylazine-desethyl,oxy-Chlordane,Clopidogrel,Diazepam,Fenpropidin,Heptachlor,Myclobutanil,trans-Chlordane,"2,2',4,4',5-pentabromodiphenyl ether (BDE-99)",Azoxystrobin,Codeine,Fipronil sulfone,Lenacil,Benzophenone-1,Difenoconazole,Dimethomorph,Season
D46,C. elaphus,Male,Fawn,2024-08-05,<1,2.6570839092030898,3.4961105066306102,NA,<4,<10,<1,2.85105742737839,<1,<20,15.7735857747754,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D47,C. elaphus,Male,Fawn,2024-08-11,<1,4.7384065403404003,6.5391533029626396,NA,<4,NA,<1,2.5918794303447901,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D48,C. elaphus,Female,Adult,2024-08-04,NA,<1,<2,NA,4.8823154294955096,<10,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,49.854592706050298,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55994577037769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D49,C. elaphus,Female,Fawn,2024-08-08,<1,3.7788440781583699,4.2591071730900403,NA,<4,NA,NA,<2,<1,30.5424476481192,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.5581915046556,NA,<1,NA,21.9836084349805,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D50,C. elaphus,Male,Fawn,2024-08-13,<1,2.3068200293118002,2.4802953302422202,NA,<4,<10,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,10.145018770417099,<1,11.2757865712077,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
D51,C. elaphus,Male,Adult,2024-12-05,<1,2.3079675944945501,2.42651376825048,NA,<4,NA,<1,2.5863910907633199,<1,<20,NA,<10,5.0412356630212098,NA,NA,<4,<2,<10,<1,10.5500807302897,<1,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D52,C. elaphus,Male,Fawn,2024-12-05,<1,1.4860308197492,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,4.63505714442997,NA,NA,<4,<2,<10,<1,13.1355364739292,NA,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D53,C. elaphus,Male,Adult,2024-12-12,<1,2.4484618459374201,3.6674652922636901,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D54,C. elaphus,Female,Fawn,2024-10-17,<1,3.0048162610078699,3.8979756842709601,NA,<4,<10,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D55,C. elaphus,Male,Subadult,2024-12-05,<1,1.93843917518931,2.7991480202371402,NA,<4,NA,<1,2.9618231753050899,<1,<20,NA,<10,8.7234162686367007,NA,NA,<4,<2,<10,<1,12.1760951808354,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D58,C. elaphus,Male,Subadult,2024-10-17,<1,1.7691780524834999,<2,NA,<4,NA,NA,2.53524485406869,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D59,C. elaphus,Female,Subadult,2024-10-17,<1,1.90150555766749,2.5284616277064398,NA,<4,NA,<1,<2,<1,<20,NA,<10,5.7468797159192997,NA,NA,<4,<2,<10,<1,14.123482914336501,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D62,C. elaphus,Male,Subadult,2024-10-23,<1,2.0600155225678298,2.36806709591924,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D63,C. elaphus,Female,Fawn,2024-10-23,NA,1.31368649818816,<2,NA,<4,29.060023289479901,NA,<2,<1,<20,NA,<10,7.3167526280495396,NA,NA,<4,<2,<10,<1,10.772293086488199,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D64,C. elaphus,Female,Fawn,2024-10-17,<1,2.10030482621573,2.84123849724058,NA,<4,NA,<1,<2,<1,41.159084216054097,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D67,C. elaphus,Male,Subadult,2024-10-23,<1,2.22520255556045,2.3288426778940901,NA,<4,NA,<1,2.7100653458055199,<1,<20,<4,<10,4.1720792421105104,NA,NA,<4,<2,<10,<1,10.216982198794399,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D68,C. elaphus,Male,Adult,2024-10-17,<1,3.91788563751415,3.4483935825691798,NA,<4,NA,<1,<2,<1,<20,NA,<10,6.2230028997414299,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D70,C. elaphus,Male,Subadult,2024-12-05,<1,1.9329247629047901,2.5273990227347398,NA,<4,<10,<1,2.6683560547152601,<1,25.643313879969,NA,<10,6.2375794897372296,NA,NA,<4,<2,<10,<1,13.9525267088035,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38464285590319,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D71,C. elaphus,Male,Adult,2024-12-12,<1,1.9932190774569001,2.6422132405990499,NA,4.6325584218992297,NA,<1,<2,<1,71.491662112529099,NA,32.275149681099002,<4,<1,NA,<4,<2,<10,<1,10.9251739307528,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,<2,NA,2.3545296258155499,NA,NA,<1,NA,<1,NA,NA,NA,NA,NA,NA,NA,<1,<1,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D72,C. elaphus,Female,Subadult,2024-10-23,<1,1.8794517149404999,2.29834972923822,NA,8.9679433862271996,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.4138328051881,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D73,C. elaphus,Female,Adult,2024-10-17,NA,NA,NA,NA,7.4372704576471502,NA,NA,<2,<1,44.4998669903988,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D74,C. elaphus,Male,Subadult,2024-12-12,<1,2.5904496039624298,4.3519966795233298,NA,<4,NA,<1,3.1223114712117601,<1,99.074496040872106,NA,<10,9.2784939767236292,NA,NA,<4,<2,<10,<1,13.588284936084399,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D76,C. elaphus,Male,Fawn,2024-10-23,<1,1.8999300388733,2.0927138056156802,NA,<4,<10,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,2.1839906884649198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D77,C. elaphus,Male,Fawn,2024-10-17,<1,3.7037205562142899,5.3388032672249297,NA,<4,NA,<1,<2,<1,<20,NA,<10,4.15519013872572,NA,NA,<4,<2,<10,<1,10.8370726997584,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D78,C. elaphus,Female,Fawn,2024-10-17,<1,3.19608329979682,4.6429142705545798,NA,<4,<10,<1,<2,<1,<20,NA,<10,5.4164886033921702,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
D80,C. elaphus,Male,Fawn,2024-10-17,<1,1.96667343497355,2.13393011394803,NA,<4,<10,5.8230462320880703,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,4.1341906183421999,<4,<10,Hunsrueck,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,2.2130933307801302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 11,C. elaphus,Female,Adult,2024-08-02,<1,2.14170364910126,3.07391644542703,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,6.1097357015702798,NA,NA,<10,NA,<1,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 12,C. elaphus,Female,Adult,2024-12-17,NA,<1,<2,NA,<4,NA,<1,3.8265265054898001,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 13,C. elaphus,Male,Subadult,2024-09-05,<1,1.12626296463494,<2,NA,<4,NA,1.8635194100569601,5.9828222686277002,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,7.3712,NA,NA,<10,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 14,C. elaphus,Female,Adult,2024-08-07,NA,<1,<2,NA,<4,NA,NA,8.3609495607775592,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,<4,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 16,C. elaphus,Male,Fawn,2024-08-02,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,2.7961904936180302,NA,<10,Saechs_Schw,6.7640000000000002,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 17,C. elaphus,Female,Adult,2025-01-24,NA,<1,<2,NA,5.0462160163190903,NA,<1,6.8252116791412396,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 20,C. elaphus,Female,Fawn,2025-01-18,NA,<1,<2,NA,<4,NA,<1,8.4897570962746691,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 32,C. elaphus,Female,Subadult,2024-08-18,NA,1.0722591913878701,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 33,C. elaphus,Male,Subadult,2024-08-21,NA,1.16844570624806,<2,NA,<4,NA,<1,<2,1.53293970591677,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 34,C. elaphus,Male,Fawn,2024-08-12,<1,2.7221346864998401,3.2583233062015702,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,NA,1.34917320688725,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,<1,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 35,C. elaphus,Male,Fawn,2024-08-13,1.0647071244302,3.5893729999621899,5.3982165074547597,NA,<4,NA,<1,8.2415574736908503,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 36,C. elaphus,Male,Fawn,2024-08-15,<1,2.8143150441397098,3.7707579245768299,NA,<4,NA,<1,<2,1.74367092549891,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 37,C. elaphus,Male,Adult,2024-08-02,NA,<1,<2,NA,<4,<10,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,4.2318294622547601,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 38,C. elaphus,Male,Subadult,2024-08-07,<1,1.6256284235071801,<2,NA,<4,NA,NA,2.7900685716142499,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 39,C. elaphus,Male,Adult,2024-08-15,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 40,C. elaphus,Female,Adult,2024-08-26,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 41,C. elaphus,Female,Subadult,2024-09-09,NA,<1,<2,NA,<4,<10,<1,18.837224151595802,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,1.0852433052135799,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,<1,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 42,C. elaphus,Male,Subadult,2024-09-24,NA,1.4582439859604399,<2,NA,4.4427667276155303,NA,<1,2.2721846314557399,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 43,C. elaphus,Male,Adult,2024-09-20,NA,1.26670665752907,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 45,C. elaphus,Male,Fawn,2024-09-17,NA,1.27580310498483,<2,NA,<4,NA,<1,4.3669397500855496,1.5050501533749701,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 46,C. elaphus,Male,Subadult,2024-10-24,NA,1.09277631848622,<2,NA,<4,NA,<1,2.7750923280209601,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 47,C. elaphus,Male,Fawn,2024-10-15,NA,1.4580823231664499,<2,NA,8.0790212672400497,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 49,C. elaphus,Female,Fawn,2024-09-20,<1,1.63867285072235,2.5289854916926799,NA,<4,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 50,C. elaphus,Male,Adult,2024-09-28,<1,2.31460713036059,2.7116259376281899,NA,4.7821151582739896,NA,1.3429731570886101,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
E 51,C. elaphus,Male,Fawn,2024-10-24,NA,<1,<2,NA,<4,NA,NA,13.9027291064585,<1,<20,NA,10.3943084648533,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 52,C. elaphus,Female,Subadult,2024-11-19,<1,2.2044866858387899,<2,NA,10.2314243455075,NA,<1,86.904713298494002,<1,<20,4.5292000000000003,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,1.0257497359981,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 53,C. elaphus,Male,Subadult,2024-11-30,NA,<1,NA,NA,8.0166149481900195,NA,NA,2.0553373440371199,1.0260671578587801,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 54,C. elaphus,Female,Adult,2024-12-11,NA,1.41970366101055,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,<4,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
